agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label
10.21.232.55,10.21.232.55,10.24.0.193,54726,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-54673,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,47807,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,47754,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.21.232.48,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,44,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.18,10.21.232.55,57961,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,18,47,-57516,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,11,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,42116,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-42063,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,42116,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,42063,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.21.226.161,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,10,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,43,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.227.82,10.21.232.55,62874,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,11,47,-62429,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.236.69,10.21.239.255,64233,59870,UDP,162,0,1,0,3,162,1,81.0,0.9938650306748468,0.5,2,41,70,-4363,5.093750200806762,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,60717,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-60664,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,60717,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,60664,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.48,10.21.232.55,52490,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,26,47,-52045,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.55,10.21.232.226,138,138,UDP,220,0,1,0,3,220,1,110.0,0.995475113122172,0.5,2,29,37,0,5.3981627015177525,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,43973,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-43920,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,49474,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,49421,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.21.232.23,137,52629,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,38,52492,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.213,10.21.232.55,49206,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,22,47,-48761,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.10,10.21.232.55,53929,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,14,47,-53484,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.52,10.21.232.55,53147,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,28,47,-52702,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.23,10.21.232.55,61431,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,23,47,-60986,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.55,10.24.0.193,35417,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-35364,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35417,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,35364,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,49574,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-49521,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,53542,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,53489,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.18,10.21.232.55,58168,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,18,47,-57723,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.55,10.24.0.193,59576,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-59523,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,59576,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,59523,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.48,10.21.232.55,52582,445,TCP,459,379,6,5,3,838,11,69.83333333333333,0.0953516090584028,0.0833333333333333,1,26,47,-52137,6.732210706467206,2.4849066497880004,0
10.21.232.55,10.21.232.55,10.24.0.193,58318,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-58265,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,58318,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,58265,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,36546,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-36493,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,51320,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,51267,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,46371,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-46318,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,53119,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,53066,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,54607,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-54554,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,53670,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,53617,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,54352,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-54299,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,54352,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,54299,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,57047,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-56994,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,57047,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,56994,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,44099,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-44046,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,52076,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,52023,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,40764,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-40711,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,40764,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,40711,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,39331,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-39278,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,39331,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,39278,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,38449,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-38396,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,37915,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,37862,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,63068,59870,UDP,229,0,1,0,3,229,1,114.5,0.9956521739130436,0.5,2,41,70,-3198,5.438079308923196,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,34829,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-34776,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,34829,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,34776,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,40101,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-40048,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,52787,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,52734,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,63519,59870,UDP,236,0,1,0,3,236,1,118.0,0.9957805907172996,0.5,2,41,70,-3649,5.468060141135132,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,50254,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-50201,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,50254,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,50201,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,43292,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-43239,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,43292,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,43239,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,44385,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-44332,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,44385,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,44332,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,40689,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-40636,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,40689,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,40636,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,60802,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-60749,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,60802,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,60749,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,37973,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-37920,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,42099,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,42046,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,52777,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-52724,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,41525,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,41472,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,54252,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-54199,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,48101,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,48048,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,44576,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-44523,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,44576,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,44523,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,49515,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-49462,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,49515,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,49462,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.226.109,10.21.239.255,53812,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,2,70,-31590,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,57041,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-56988,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,57041,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,56988,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,33120,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-33067,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,33120,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,33067,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,34350,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-34297,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,33145,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,33092,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,54390,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-54337,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,54390,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,54337,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,37431,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-37378,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,44104,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,44051,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,44737,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-44684,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,44737,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,44684,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,41142,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-41089,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,41142,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,41089,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,43894,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-43841,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,43894,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,43841,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,55246,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-55193,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,55246,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,55193,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,45513,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-45460,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,50708,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,50655,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,52173,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-52120,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,41490,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,41437,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,45963,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-45910,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,45963,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,45910,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,33974,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-33921,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,33974,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,33921,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,58998,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-58945,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,58998,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,58945,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,55750,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-55697,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,55750,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,55697,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,40137,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-40084,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,40137,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,40084,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.24.0.193,10.21.232.55,53,36748,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,36695,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,36748,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-36695,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,57800,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-57747,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,57800,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,57747,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,59456,59870,UDP,223,0,1,0,3,223,1,111.5,0.9955357142857144,0.5,2,41,70,414,5.41164605185504,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,56591,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-56538,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,33045,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,32992,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,40666,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-40613,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,40666,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,40613,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,53252,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-53199,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,52634,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,52581,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,48237,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-48184,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,48237,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,48184,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,46111,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-46058,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,46111,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,46058,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,35441,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-35388,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35441,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,35388,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,35692,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-35639,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35692,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,35639,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,41250,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-41197,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,49719,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,49666,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,55459,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-55406,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,57299,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-57246,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,33484,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,33431,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,58119,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-58066,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,49721,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-49668,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,49721,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,49668,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,56688,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-56635,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,56688,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,56635,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,44297,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-44244,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,44297,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,44244,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,51701,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-51648,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,51701,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,51648,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,55906,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-55853,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,55906,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,55853,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,36933,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-36880,4.890349128221754,0.6931471805599453,0
