agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level
10.21.232.55,10.21.232.55,10.21.232.18,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.233.12,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.239.255,138,138,UDP,228,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.18,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.18,10.21.232.55,56929,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.227.65,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.235.247,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.48,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.48,10.21.232.55,51961,445,TCP,393,379,5,5,3
10.21.232.55,10.21.227.82,10.21.232.55,62240,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62288,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.232.250,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.10,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.52,10.21.232.55,52867,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.250,10.21.232.55,59592,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.10,10.21.232.55,53908,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.213,10.21.232.55,65105,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.235.18,137,33938,UDP,104,0,1,0,3
10.21.232.55,10.21.235.18,10.21.232.55,36102,139,TCP,542,383,6,5,3
10.21.232.55,10.21.232.55,10.21.235.18,137,51367,UDP,104,0,1,0,3
10.21.232.55,10.21.235.18,10.21.232.55,54650,139,TCP,542,383,6,5,3
10.21.232.55,10.21.232.55,10.21.232.18,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.23,10.21.232.55,61261,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.18,10.21.232.55,57119,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62380,445,TCP,591,511,8,7,3
10.21.232.55,10.21.232.250,10.21.232.55,59624,445,TCP,459,379,6,5,3
10.21.232.55,10.21.235.23,10.21.232.55,53544,445,TCP,404,313,5,4,3
10.21.232.55,10.21.235.23,10.21.232.55,53532,445,TCP,404,313,5,4,3
10.21.232.55,10.21.232.250,10.21.232.55,59628,445,TCP,459,379,6,5,3
10.21.232.55,10.21.235.23,10.21.232.55,40658,445,TCP,404,313,5,4,3
10.21.232.55,10.21.232.250,10.21.232.55,59659,445,TCP,393,379,5,5,3
10.21.232.55,10.21.235.23,10.21.232.55,40642,445,TCP,404,313,5,4,3
10.21.232.55,10.21.236.69,10.21.239.255,61758,59870,UDP,207,0,1,0,3
10.21.232.55,10.21.232.250,10.21.232.55,59671,445,TCP,393,379,5,5,3
10.21.232.55,10.21.232.48,10.21.232.55,52078,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.171,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.52,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.52,10.21.232.55,52934,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.10,10.21.232.55,53911,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.233.12,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.213,10.21.232.55,65194,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.239.255,138,138,UDP,228,0,1,0,3
10.21.232.55,10.21.232.55,10.21.235.247,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.23,10.21.232.55,61314,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.18,10.21.232.55,57339,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.226.7,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.48,10.21.232.55,52189,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.15,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,40480,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34224,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.232.10,137,50057,UDP,104,0,1,0,3
10.21.232.55,10.21.232.213,10.21.232.55,65283,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.10,10.21.232.55,53917,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.52,10.21.232.55,52987,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.23,137,63106,UDP,104,0,1,0,3
10.21.232.55,10.21.232.18,10.21.232.55,57555,445,TCP,393,379,5,5,3
10.21.232.55,10.21.232.23,10.21.232.55,61381,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.233.12,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62602,445,TCP,459,379,6,5,3
10.21.232.55,10.21.236.69,10.21.239.255,62810,59870,UDP,197,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.48,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.48,10.21.232.55,52288,445,TCP,393,379,5,5,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.15,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.55,10.21.226.161,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.213,137,61744,UDP,104,0,1,0,3
10.21.232.55,10.21.232.213,10.21.232.55,65389,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.52,10.21.232.55,53038,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.10,10.21.232.55,53920,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,53379,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,35262,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.227.82,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.55,10.21.235.247,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62641,445,TCP,459,379,6,5,3
10.21.232.55,10.21.227.82,10.21.232.55,62647,445,TCP,393,379,5,5,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62663,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.239.255,138,138,UDP,228,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.18,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.18,10.21.232.55,57779,445,TCP,591,511,8,7,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.233.12,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.48,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,35692,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,49260,UDP,132,196,1,1,3
10.21.232.55,10.21.232.48,10.21.232.55,52382,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.227.65,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.23,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62736,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.23,10.21.232.55,61417,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.235.247,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,52512,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,52512,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,39936,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,39936,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.227.82,137,61444,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62787,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.232.213,137,52914,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62799,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.10,10.21.232.55,53926,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.213,10.21.232.55,65496,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.52,10.21.232.55,53090,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.233.12,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.235.58,137,137,UDP,104,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40076,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,43535,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43535,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,45202,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,45202,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,32985,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58644,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.237.203,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,54726,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,47807,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.232.48,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.18,10.21.232.55,57961,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.226.68,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,42116,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,42116,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.226.161,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.232.55,10.21.232.33,137,137,UDP,104,0,1,0,3
10.21.232.55,10.21.227.82,10.21.232.55,62874,445,TCP,459,379,6,5,3
10.21.232.55,10.21.236.69,10.21.239.255,64233,59870,UDP,162,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,60717,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,60717,UDP,132,196,1,1,3
10.21.232.55,10.21.232.48,10.21.232.55,52490,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.21.232.226,138,138,UDP,220,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,43973,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,49474,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.21.232.23,137,52629,UDP,104,0,1,0,3
10.21.232.55,10.21.232.213,10.21.232.55,49206,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.10,10.21.232.55,53929,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.52,10.21.232.55,53147,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.23,10.21.232.55,61431,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.24.0.193,35417,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,35417,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,49574,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,53542,UDP,132,196,1,1,3
10.21.232.55,10.21.232.18,10.21.232.55,58168,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.24.0.193,59576,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,59576,UDP,132,196,1,1,3
10.21.232.55,10.21.232.48,10.21.232.55,52582,445,TCP,459,379,6,5,3
10.21.232.55,10.21.232.55,10.24.0.193,58318,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58318,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,36546,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,51320,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,46371,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,53119,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54607,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,53670,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54352,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54352,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,57047,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,57047,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44099,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,52076,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,40764,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40764,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,39331,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,39331,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,38449,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,37915,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,63068,59870,UDP,229,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,34829,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,34829,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,40101,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,52787,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,63519,59870,UDP,236,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,50254,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,50254,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,43292,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43292,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44385,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44385,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,40689,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40689,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,60802,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,60802,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,37973,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,42099,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,52777,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41525,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54252,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,48101,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44576,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44576,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,49515,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,49515,UDP,132,196,1,1,3
10.21.232.55,10.21.226.109,10.21.239.255,53812,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,57041,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,57041,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,33120,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33120,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,34350,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33145,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54390,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54390,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,37431,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44104,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44737,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44737,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,41142,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41142,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,43894,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,43894,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,55246,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,55246,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,45513,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,50708,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,52173,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41490,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,45963,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,45963,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,33974,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33974,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,58998,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58998,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,55750,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,55750,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,40137,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40137,UDP,132,196,1,1,3
10.21.232.55,10.24.0.193,10.21.232.55,53,36748,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,36748,53,UDP,132,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,57800,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,57800,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,59456,59870,UDP,223,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,56591,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33045,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,40666,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,40666,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,53252,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,52634,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,48237,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,48237,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,46111,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,46111,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,35441,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,35441,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,35692,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,35692,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,41250,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,49719,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,55459,53,UDP,132,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,57299,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,33484,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,58119,53,UDP,132,0,1,0,3
10.21.232.55,10.21.232.55,10.24.0.193,49721,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,49721,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,56688,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,56688,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44297,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44297,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,51701,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,51701,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,55906,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,55906,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,36933,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,36933,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,36058,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,55419,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,50706,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,50706,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,54690,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,54690,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,41478,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,41478,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,44355,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,44355,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,42092,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,42092,UDP,132,196,1,1,3
10.21.232.55,10.21.232.55,10.24.0.193,57828,53,UDP,132,0,1,0,3
10.21.232.55,10.24.0.193,10.21.232.55,53,58498,UDP,132,196,1,1,3
10.21.232.55,10.21.236.69,10.21.239.255,51887,59870,UDP,219,0,1,0,3
10.21.232.55,10.21.226.109,10.21.239.255,55888,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,168,0,2,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,258,0,3,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,1376,0,16,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,2408,0,28,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,3440,0,40,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,4644,0,54,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,5934,0,69,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,6966,0,81,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,8084,0,94,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,9202,0,107,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,10234,0,119,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,11438,0,133,0,3
10.21.232.55,10.21.226.109,10.21.239.255,57798,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,12642,0,147,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,13846,0,161,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,14792,0,172,0,3
10.21.232.55,10.21.233.35,10.21.239.255,57621,57621,UDP,15652,0,182,0,3
10.21.232.55,10.21.226.109,10.21.239.255,52393,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.226.109,10.21.239.255,53357,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,61276,59870,UDP,182,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,50762,59870,UDP,173,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,64317,59870,UDP,228,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,55470,59870,UDP,258,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,55804,59870,UDP,203,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,55380,59870,UDP,253,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,59007,59870,UDP,215,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,51806,59870,UDP,187,0,1,0,3
10.21.232.55,10.21.236.69,10.21.239.255,60552,59870,UDP,187,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,54859,22222,UDP,70,0,1,0,3
10.21.232.55,10.21.227.108,10.21.239.255,54536,22222,UDP,70,0,1,0,3
